block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
141,19,0,0,0,1,True
140,19,0,0,0,1,True
139,19,0,0,0,0.9954337899543378,True
138,19,0,0,0,0.9954337899543378,True
137,19,0,0,0,0.9954337899543378,True
136,19,0,0,0,0.9954337899543378,True
135,19,0,0,0,0.9954337899543378,True
134,19,0,0,0,1,True
133,19,0,0,0,1,True
132,19,0,0,0,0.9954337899543378,True
131,19,0,0,0,1,True
130,19,0,0,0,1,True
129,19,0,0,0,1,True
128,19,0,0,0,1,True
127,19,0,0,0,1,True
126,19,0,0,0,1,True
124,19,0,0,0,1,True
123,19,0,0,0,1,True
122,19,0,0,0,1,True
121,19,0,0,0,1,True
120,19,0,0,0,1,True
119,19,0,0,0,1,True
118,19,0,0,0,1,True
117,19,0,0,0,1,True
116,19,0,0,0,1,True
115,19,0,0,0,1,True
114,19,0,0,0,1,True
113,19,0,0,0,1,True
112,19,0,0,0,1,True
111,19,0,0,0,1,True
110,19,0,0,0,1,True
109,19,0,0,0,1,True
108,19,0,0,0,1,True
107,19,0,0,0,0.9954337899543378,True
105,19,0,0,0,1,True
104,19,0,0,0,1,True
103,19,0,0,0,1,True
102,19,0,0,0,1.0091324200913243,True
101,18,0,0,0,1,True
100,18,0,0,0,1,True
99,18,0,0,0,1,True
98,18,0,0,0,1,True
97,18,0,0,0,1,True
96,18,0,0,0,1,True
95,18,0,0,0,1,True
94,18,0,0,0,1,True
93,18,0,0,0,1,True
92,18,0,0,0,1,True
91,18,0,0,0,1,True
90,18,0,0,0,1,True
89,18,0,0,0,1,True
88,18,0,0,0,1,True
87,18,0,0,0,1,True
86,18,0,0,0,1,True
85,18,0,0,0,1,True
84,18,0,0,0,1,True
83,18,0,0,0,1,True
82,18,0,0,0,1,True
81,18,0,0,0,1,True
79,18,0,0,0,1,True
78,18,0,0,0,1,True
75,18,0,0,0,1,True
74,18,0,0,0,1,True
73,18,0,0,0,1,True
72,18,0,0,0,1,True
71,18,0,0,0,1,True
68,18,0,0,0,0.958904109589041,True
67,18,0,0,0,1,True
66,18,0,0,0,1,True
65,18,0,0,0,1,True
63,18,0,0,0,1,True
62,18,0,0,0,1,True
61,18,0,0,0,1.004566210045662,True
60,25,0,0,0,0.1552511415525114,True
59,18,0,0,0,1.004566210045662,True
58,18,0,0,0,1,True
57,18,0,0,0,1,True
56,18,0,0,0,1,True
55,18,0,0,0,1,True
54,18,0,0,0,1,True
53,18,0,0,0,1,True
52,18,0,0,0,1,True
51,18,0,0,0,1,True
50,18,0,0,0,1,True
49,18,0,0,0,1,True
48,18,0,0,0,1,True
46,18,0,0,0,1,True
42,18,0,0,0,1,True
41,18,0,0,0,1.004566210045662,True
40,18,0,0,0,1,True
39,18,0,0,0,1,True
38,18,0,0,0,1,True
37,19,0,0,0,1,True
36,19,0,0,0,1,True
35,19,0,0,0,1,True
34,19,0,0,0,1,True
33,19,0,0,0,1,True
32,19,0,0,0,1,True
31,19,0,0,0,1,True
30,19,0,0,0,1,True
29,19,0,0,0,1,True
28,19,0,0,0,1,True
27,19,0,0,0,1,True
26,19,0,0,0,1,True
25,19,0,0,0,1,True
24,19,0,0,0,1,True
23,19,0,0,0,1,True
22,19,0,0,0,1,True
21,19,0,0,0,1,True
20,19,0,0,0,1,True
19,19,0,0,0,1,True
18,19,0,0,0,1,True
17,19,0,0,0,1,True
16,19,0,0,0,1,True
15,19,0,0,0,1,True
14,19,0,0,0,1,True
13,19,0,0,0,1,True
12,19,0,0,0,1,True
11,19,0,0,0,1,True
9,19,0,0,0,1,True
8,19,0,0,0,1,True
7,19,0,0,0,1,True
6,19,0,0,0,1.004566210045662,True
5,19,0,0,0,1,True
4,19,0,0,0,1,True
3,19,0,0,0,1,True
1,19,0,0,0,1,True
